User,Activity,Timeframe,X axis,Y axis,Z axis,Timedifference
7,p_stand,7.612856,-0.714,0.384,0.582,0.049856
7,p_stand,7.662904,-0.708,0.396,0.578,0.050048
7,p_stand,7.712952,-0.72,0.39,0.576,0.050048
7,p_stand,7.763,-0.698,0.398,0.588,0.050048
7,p_stand,7.812856,-0.706,0.404,0.6,0.049856
7,p_stand,7.862904,-0.714,0.396,0.566,0.050048
7,p_stand,7.912952,-0.722,0.39,0.568,0.050048
7,p_stand,7.963,-0.708,0.404,0.576,0.050048
7,p_stand,8.012856,-0.712,0.408,0.582,0.049856
7,p_stand,8.062904,-0.72,0.398,0.588,0.050048
7,p_stand,8.112952,-0.706,0.398,0.578,0.050048
7,p_stand,8.163,-0.708,0.386,0.574,0.050048
7,p_stand,8.212856,-0.706,0.408,0.568,0.049856
7,p_stand,8.262904,-0.714,0.402,0.562,0.050048
7,p_stand,8.312952,-0.706,0.39,0.582,0.050048
7,p_stand,8.363,-0.722,0.396,0.568,0.050048
7,p_stand,8.413856,-0.706,0.402,0.568,0.050856
7,p_stand,8.463904,-0.716,0.406,0.568,0.050048
7,p_stand,8.513952,-0.718,0.406,0.576,0.050048
7,p_stand,8.564,-0.722,0.4,0.574,0.050048
7,p_stand,8.613856,-0.71,0.412,0.582,0.049856
7,p_stand,8.663904,-0.712,0.414,0.574,0.050048
7,p_stand,8.713952,-0.714,0.406,0.574,0.050048
7,p_stand,8.764,-0.722,0.398,0.568,0.050048
7,p_stand,8.813856,-0.708,0.408,0.582,0.049856
7,p_stand,8.863904,-0.714,0.406,0.568,0.050048
7,p_stand,8.913952,-0.708,0.398,0.566,0.050048
7,p_stand,8.964,-0.706,0.406,0.568,0.050048
7,p_stand,9.013856,-0.714,0.412,0.59,0.049856
7,p_stand,9.063904,-0.706,0.408,0.582,0.050048
7,p_stand,9.113952,-0.706,0.408,0.566,0.050048
7,p_stand,9.164,-0.712,0.406,0.574,0.050048
7,p_stand,9.213856,-0.714,0.408,0.572,0.049856
7,p_stand,9.263904,-0.706,0.414,0.568,0.050048
7,p_stand,9.313952,-0.72,0.398,0.572,0.050048
7,p_stand,9.364,-0.706,0.398,0.582,0.050048
7,p_stand,9.414856,-0.706,0.402,0.582,0.050856
7,p_stand,9.464904,-0.706,0.398,0.56,0.050048
7,p_stand,9.514952,-0.712,0.398,0.572,0.050048
7,p_stand,9.565,-0.712,0.414,0.574,0.050048
7,p_stand,9.614856,-0.714,0.412,0.556,0.049856
7,p_stand,9.664904,-0.72,0.406,0.568,0.050048
7,p_stand,9.714952,-0.706,0.412,0.582,0.050048
7,p_stand,9.765,-0.718,0.406,0.574,0.050048
7,p_stand,9.814856,-0.706,0.402,0.574,0.049856
7,p_stand,9.864904,-0.704,0.414,0.572,0.050048
7,p_stand,9.914952,-0.718,0.408,0.576,0.050048
7,p_stand,9.965,-0.712,0.412,0.576,0.050048
7,p_stand,10.014856,-0.706,0.396,0.568,0.049856
7,p_stand,10.064904,-0.708,0.408,0.58,0.050048
7,p_stand,10.114952,-0.708,0.406,0.582,0.050048
7,p_stand,10.165,-0.71,0.398,0.56,0.050048
7,p_stand,10.214856,-0.708,0.414,0.574,0.049856
7,p_stand,10.264904,-0.714,0.402,0.576,0.050048
7,p_stand,10.314952,-0.712,0.408,0.556,0.050048
7,p_stand,10.365,-0.712,0.406,0.568,0.050048
7,p_stand,10.415856,-0.708,0.398,0.56,0.050856
7,p_stand,10.465904,-0.706,0.412,0.568,0.050048
7,p_stand,10.515952,-0.714,0.414,0.572,0.050048
7,p_stand,10.566,-0.712,0.408,0.574,0.050048
7,p_stand,10.615856,-0.714,0.422,0.574,0.049856
7,p_stand,10.665904,-0.704,0.408,0.576,0.050048
7,p_stand,10.715952,-0.712,0.408,0.574,0.050048
7,p_stand,10.766,-0.718,0.408,0.574,0.050048
7,p_stand,10.815856,-0.708,0.414,0.576,0.049856
7,p_stand,10.865904,-0.702,0.398,0.568,0.050048
