User,Activity,Timeframe,X axis,Y axis,Z axis,Timedifference
4,a_walk,28.269856,0.818,-0.41,-0.174,0.049856
4,a_walk,28.319904,0.774,-0.49,-0.178,0.050048
4,a_walk,28.369952,0.696,-0.522,-0.024,0.050048
4,a_walk,28.42,0.63,-0.548,0.086,0.050048
4,a_walk,28.469856,0.62,-0.562,0.108,0.049856
4,a_walk,28.519904,0.742,-0.544,0.096,0.050048
4,a_walk,28.569952,0.886,-0.492,0.07,0.050048
4,a_walk,28.62,1.056,-0.522,0.124,0.050048
4,a_walk,28.669856,1.106,-0.484,0.224,0.049856
4,a_walk,28.719904,1.022,-0.388,0.306,0.050048
4,a_walk,28.769952,0.962,-0.36,0.322,0.050048
4,a_walk,28.82,0.934,-0.386,0.318,0.050048
4,a_walk,28.869856,0.978,-0.464,0.384,0.049856
4,a_walk,28.919904,0.926,-0.378,0.268,0.050048
4,a_walk,28.969952,1.04,-0.464,0.176,0.050048
4,a_walk,29.02,1.104,-0.53,0.124,0.050048
4,a_walk,29.069856,1.048,-0.434,0.038,0.049856
4,a_walk,29.119904,1.096,-0.304,-0.024,0.050048
4,a_walk,29.169952,1.03,-0.206,-0.002,0.050048
4,a_walk,29.22,0.87,-0.24,0.028,0.050048
4,a_walk,29.270856,0.792,-0.264,0.022,0.050856
4,a_walk,29.320904,0.72,-0.228,0.038,0.050048
4,a_walk,29.370952,0.736,-0.238,0.098,0.050048
4,a_walk,29.421,0.912,-0.306,0.212,0.050048
4,a_walk,29.470856,0.99,-0.26,0.22,0.049856
4,a_walk,29.520904,1.154,-0.256,0.316,0.050048
4,a_walk,29.570952,1.212,-0.306,0.294,0.050048
4,a_walk,29.621,0.918,-0.506,0.38,0.050048
4,a_walk,29.670856,0.966,-0.544,0.408,0.049856
4,a_walk,29.720904,0.896,-0.464,0.286,0.050048
4,a_walk,29.770952,0.816,-0.494,0.248,0.050048
4,a_walk,29.821,0.764,-0.434,0.166,0.050048
4,a_walk,29.870856,0.814,-0.424,0.164,0.049856
4,a_walk,29.920904,0.882,-0.51,0.144,0.050048
4,a_walk,29.970952,0.872,-0.528,0.112,0.050048
4,a_walk,30.021,0.91,-0.468,0.126,0.050048
4,a_walk,30.070856,1.03,-0.41,0.062,0.049856
4,a_walk,30.120904,1.294,-0.434,-0.136,0.050048
4,a_walk,30.170952,1.246,-0.378,-0.144,0.050048
4,a_walk,30.221,0.974,-0.37,-0.206,0.050048
4,a_walk,30.271856,1.008,-0.412,-0.276,0.050856
4,a_walk,30.321904,1.1,-0.61,-0.356,0.050048
4,a_walk,30.371952,0.968,-0.618,-0.314,0.050048
4,a_walk,30.422,0.718,-0.586,-0.196,0.050048
4,a_walk,30.471856,0.598,-0.61,-0.076,0.049856
4,a_walk,30.521904,0.686,-0.834,-0.082,0.050048
4,a_walk,30.571952,0.68,-0.546,0.116,0.050048
4,a_walk,30.622,0.578,-0.54,0.338,0.050048
4,a_walk,30.671856,0.558,-0.506,0.398,0.049856
4,a_walk,30.721904,0.694,-0.692,0.51,0.050048
4,a_walk,30.771952,0.768,-0.48,0.51,0.050048
4,a_walk,30.822,0.784,-0.608,0.644,0.050048
4,a_walk,30.871856,0.652,-0.538,0.652,0.049856
4,a_walk,30.921904,0.646,-0.554,0.498,0.050048
4,a_walk,30.971952,0.758,-0.232,0.606,0.050048
4,a_walk,31.022,0.83,-0.552,0.376,0.050048
4,a_walk,31.071856,0.776,-0.592,0.48,0.049856
4,t_turn,31.121904,0.574,-0.392,0.552,0.050048
4,t_turn,31.171952,0.742,-0.522,0.664,0.050048
4,t_turn,31.222,0.716,-0.65,0.732,0.050048
4,t_turn,31.272856,0.51,-0.48,0.592,0.050856
4,t_turn,31.322904,0.672,-0.532,0.472,0.050048
4,t_turn,31.372952,0.656,-0.548,0.552,0.050048
4,t_turn,31.423,0.674,-0.562,0.652,0.050048
4,t_turn,31.472856,0.68,-0.552,0.59,0.049856
4,t_turn,31.522904,0.674,-0.616,0.54,0.050048
4,t_turn,31.572952,0.696,-0.596,0.504,0.050048
4,t_turn,31.623,0.704,-0.616,0.408,0.050048
4,t_turn,31.672856,0.688,-0.592,0.268,0.049856
4,t_turn,31.722904,0.696,-0.602,0.36,0.050048
4,t_turn,31.772952,0.742,-0.784,0.352,0.050048
4,t_turn,31.823,0.684,-0.624,0.28,0.050048
4,t_turn,31.872856,0.558,-0.37,0.096,0.049856
4,t_turn,31.922904,0.838,-0.712,0.51,0.050048
4,t_turn,31.972952,0.992,-0.692,0.534,0.050048
4,t_turn,32.023,0.92,-0.586,0.398,0.050048
4,t_turn,32.072856,0.728,-0.624,0.39,0.049856
4,t_turn,32.122904,0.604,-0.676,0.398,0.050048
4,t_turn,32.172952,0.632,-0.624,0.44,0.050048
4,t_turn,32.223,0.774,-0.506,0.534,0.050048
4,t_turn,32.273856,0.85,-0.442,0.624,0.050856
4,t_turn,32.323904,0.604,-0.656,0.064,0.050048
4,t_turn,32.373952,0.528,-0.826,0.534,0.050048
4,t_turn,32.424,0.466,-0.57,0.46,0.050048
4,t_turn,32.473856,0.872,-0.65,0.688,0.049856
4,t_turn,32.523904,0.912,-0.424,0.496,0.050048
4,t_turn,32.573952,0.718,-0.474,0.286,0.050048
4,t_turn,32.624,0.736,-0.396,0.432,0.050048
4,t_turn,32.673856,0.784,-0.334,0.598,0.049856
4,t_turn,32.723904,0.738,-0.424,0.568,0.050048
