User,Activity,Timeframe,X axis,Y axis,Z axis,Timedifference
8,t_turn,42.334,-0.386,0.396,1.128,0.050048
8,t_turn,42.383856,-0.446,0.352,1.016,0.049856
8,t_turn,42.433904,-0.442,0.304,0.888,0.050048
8,t_turn,42.483952,-0.384,0.312,0.76,0.050048
8,t_turn,42.534,-0.464,0.246,0.808,0.050048
8,t_turn,42.584856,-0.51,0.22,0.728,0.050856
8,t_turn,42.634904,-0.586,0.236,0.718,0.050048
8,t_turn,42.684952,-0.496,0.412,0.768,0.050048
8,t_turn,42.735,-0.576,0.448,0.876,0.050048
8,t_turn,42.784856,-0.514,0.316,0.816,0.049856
8,t_turn,42.834904,-0.458,0.166,0.774,0.050048
8,t_turn,42.884952,-0.334,0.368,0.952,0.050048
8,t_turn,42.935,-0.304,0.254,0.888,0.050048
8,t_turn,43.184856,-0.336,0.87,0.52,0.249856
8,t_turn,43.234904,-0.4,0.814,0.47,0.050048
8,t_turn,43.284952,-0.42,0.85,0.262,0.050048
8,t_turn,43.335,-0.5,1.004,0.24,0.050048
8,t_turn,43.384856,-1.146,0.604,0.184,0.049856
8,t_turn,43.434904,-0.914,0.734,0.166,0.050048
8,t_turn,43.484952,-0.66,0.504,0.56,0.050048
8,t_turn,43.535,-0.704,0.994,0.206,0.050048
8,t_turn,43.585856,-0.872,0.526,0.316,0.050856
8,t_turn,43.635904,-0.816,0.44,0.424,0.050048
8,t_turn,43.685952,-0.69,0.398,-0.016,0.050048
8,t_turn,43.736,-0.448,0.802,-0.36,0.050048
8,t_turn,43.785856,-0.638,-0.05,-0.154,0.049856
8,t_turn,43.835904,-1.056,0.47,-0.298,0.050048
8,p_stand,43.885952,-0.514,1.408,-0.016,0.050048
8,p_stand,43.936,-0.626,0.574,0.046,0.050048
8,p_stand,43.985856,-0.322,0.956,0.124,0.049856
8,p_stand,44.035904,-0.904,0.742,-0.032,0.050048
8,p_stand,44.085952,-0.37,0.846,0.092,0.050048
8,p_stand,44.136,-0.564,0.924,-0.1,0.050048
8,p_stand,44.185856,-0.306,1.056,-0.51,0.049856
8,p_stand,44.235904,-0.306,0.718,0.338,0.050048
8,p_stand,44.285952,-0.758,1.048,0.514,0.050048
8,p_stand,44.336,-0.744,0.792,0.53,0.050048
8,p_stand,44.385856,-0.616,0.992,0.584,0.049856
8,p_stand,44.435904,-0.456,0.822,0.408,0.050048
8,p_stand,44.485952,-0.336,0.926,0.606,0.050048
8,p_stand,44.536,-0.2,0.696,0.56,0.050048
8,p_stand,44.585856,-0.004,0.76,0.444,0.049856
8,p_stand,44.635904,0.006,0.76,0.448,0.050048
8,p_stand,44.685952,0.056,0.792,0.344,0.050048
8,p_stand,44.736,-0.008,0.664,0.336,0.050048
8,p_stand,44.786856,-0.042,0.584,0.368,0.050856
8,p_stand,44.836904,-0.112,0.568,0.414,0.050048
8,p_stand,44.886952,-0.216,0.798,0.662,0.050048
8,p_stand,44.937,-0.148,0.868,0.686,0.050048
8,p_stand,44.986856,-0.174,0.718,0.85,0.049856
8,p_stand,45.036904,-0.17,0.736,1.072,0.050048
8,p_stand,45.086952,-0.194,0.806,1.336,0.050048
8,p_stand,45.137,-0.122,0.872,1.288,0.050048
8,p_stand,45.186856,-0.004,0.828,1.036,0.049856
8,p_stand,45.236904,0.028,0.67,0.976,0.050048
8,p_stand,45.286952,-0.016,0.608,0.93,0.050048
8,p_stand,45.337,0.048,0.502,0.878,0.050048
8,p_stand,45.386856,0.13,0.398,0.828,0.049856
8,p_stand,45.436904,0.19,0.322,0.806,0.050048
8,p_stand,45.486952,0.162,0.242,0.764,0.050048
8,p_stand,45.537,0.16,0.184,0.722,0.050048
8,p_stand,45.586856,0.21,0.046,0.656,0.049856
8,p_stand,45.636904,0.142,0.086,0.716,0.050048
8,p_stand,45.686952,0.192,0.062,0.718,0.050048
8,p_stand,45.737,0.254,0.312,0.844,0.050048
8,p_stand,45.787856,0.432,0.328,0.992,0.050856
8,p_stand,45.837904,0.454,0.192,1.01,0.050048
8,t_turn,45.887952,0.476,0.21,1.006,0.050048
8,t_turn,45.938,0.432,0.188,0.91,0.050048
8,t_turn,45.987856,0.496,0.172,0.876,0.049856
8,t_turn,46.037904,0.53,0.184,0.844,0.050048
8,t_turn,46.087952,0.546,0.204,0.918,0.050048
8,t_turn,46.138,0.552,0.208,0.956,0.050048
8,t_turn,46.187856,0.584,0.192,0.974,0.049856
8,t_turn,46.237904,0.578,0.134,0.908,0.050048
8,t_turn,46.287952,0.504,0.166,0.91,0.050048
8,t_turn,46.338,0.542,0.184,0.88,0.050048
8,t_turn,46.387856,0.598,0.222,0.866,0.049856
8,t_turn,46.437904,0.614,0.204,0.856,0.050048
8,t_turn,46.487952,0.604,0.262,0.864,0.050048
8,t_turn,46.538,0.584,0.248,0.86,0.050048
8,t_turn,46.587856,0.654,0.19,0.838,0.049856
8,t_turn,46.637904,0.678,0.208,0.774,0.050048
8,t_turn,46.687952,0.504,0.296,0.616,0.050048
8,t_turn,46.738,0.432,0.288,0.544,0.050048
8,t_turn,46.788856,0.51,0.482,0.494,0.050856
8,t_turn,46.838904,0.688,0.44,0.6,0.050048
8,t_turn,46.888952,0.62,0.344,0.592,0.050048
8,t_turn,46.939,0.462,0.462,0.642,0.050048
8,t_turn,46.988856,0.238,0.652,0.652,0.049856
8,t_turn,47.038904,0.07,0.824,0.738,0.050048
8,t_turn,47.088952,0.088,0.87,0.588,0.050048
8,t_turn,47.139,-0.066,1.068,0.722,0.050048
8,t_turn,47.188856,-0.094,1.342,0.67,0.049856
8,t_turn,47.238904,-0.2,1.138,0.542,0.050048
8,t_turn,47.288952,-0.434,0.814,0.654,0.050048
8,t_turn,47.339,-0.456,0.738,0.758,0.050048
8,t_turn,47.388856,-0.354,0.688,0.78,0.049856
8,t_turn,47.438904,-0.416,0.944,0.764,0.050048
8,t_turn,47.488952,-0.52,0.966,0.726,0.050048
8,t_turn,47.539,-0.666,0.944,0.688,0.050048
8,a_walk,47.789856,-0.35,0.538,0.494,0.250856
8,a_walk,47.839904,-0.298,0.642,0.424,0.050048
8,a_walk,47.889952,-0.242,0.694,0.448,0.050048
8,a_walk,47.94,-0.28,0.76,0.488,0.050048
8,a_walk,47.989856,-0.32,0.622,0.614,0.049856
8,a_walk,48.039904,-0.176,0.87,0.444,0.050048
8,a_walk,48.089952,-0.292,0.798,0.408,0.050048
8,a_walk,48.14,-0.37,1.048,0.466,0.050048
8,a_walk,48.389856,-0.462,0.71,-0.128,0.249856
8,a_walk,48.439904,-0.568,0.846,0.28,0.050048
8,a_walk,48.489952,-0.242,0.672,0.124,0.050048
8,a_walk,48.54,-0.316,0.738,0.462,0.050048
8,a_walk,48.589856,-0.44,0.824,0.638,0.049856
8,a_walk,48.639904,-0.434,0.92,0.52,0.050048
8,a_walk,48.689952,-0.362,0.812,0.496,0.050048
8,a_walk,48.74,-0.478,0.926,0.536,0.050048
8,a_walk,48.790856,-0.692,0.74,0.496,0.050856
8,a_walk,48.840904,-0.596,0.718,0.508,0.050048
8,a_walk,48.890952,-0.584,0.718,0.386,0.050048
