User,Activity,Timeframe,X axis,Y axis,Z axis,Timedifference
6,p_stand,37.087952,0.984,-0.03,0.302,0.050048
6,p_stand,37.138,0.934,-0.02,0.422,0.050048
6,p_stand,37.188856,0.946,0.08,0.336,0.050856
6,p_stand,37.238904,0.816,0.07,0.368,0.050048
6,p_stand,37.288952,0.818,-0.08,0.358,0.050048
6,p_stand,37.339,0.876,-0.016,0.272,0.050048
6,p_stand,37.388856,0.956,-0.044,0.248,0.049856
6,p_stand,37.438904,0.982,0.088,0.216,0.050048
6,p_stand,37.488952,1.008,0.082,0.162,0.050048
6,p_stand,37.539,0.998,0.142,0.174,0.050048
6,p_stand,37.588856,0.956,0.142,0.23,0.049856
6,p_stand,37.638904,1.014,0.21,0.238,0.050048
6,p_stand,37.688952,0.992,0.192,0.204,0.050048
6,p_stand,37.739,0.944,0.268,0.192,0.050048
6,p_stand,37.788856,0.944,0.23,0.128,0.049856
6,p_stand,37.838904,0.952,0.198,0.078,0.050048
6,p_stand,37.888952,0.978,0.184,0.044,0.050048
6,p_stand,37.939,0.984,0.198,0.048,0.050048
6,p_stand,37.988856,0.978,0.204,0.06,0.049856
6,p_stand,38.038904,0.988,0.216,0.06,0.050048
6,p_stand,38.088952,0.962,0.208,0.048,0.050048
6,p_stand,38.139,0.936,0.194,0.07,0.050048
6,p_stand,38.189856,0.924,0.24,0.126,0.050856
6,p_stand,38.239904,0.96,0.24,-0.036,0.050048
6,p_stand,38.289952,0.926,0.27,0.094,0.050048
6,p_stand,38.34,0.924,0.342,0.124,0.050048
6,p_stand,38.389856,0.92,0.294,0.188,0.049856
6,p_stand,38.439904,0.91,0.336,0.162,0.050048
6,p_stand,38.489952,0.918,0.248,0.092,0.050048
6,p_stand,38.54,0.876,0.352,0.098,0.050048
6,p_stand,38.589856,0.844,0.242,-0.084,0.049856
6,p_stand,38.639904,0.898,0.366,0.028,0.050048
6,p_stand,38.689952,0.942,0.36,0.06,0.050048
6,p_stand,38.74,0.94,0.46,0.126,0.050048
6,p_stand,38.789856,0.958,0.424,0.038,0.049856
6,p_stand,38.839904,0.902,0.414,0.054,0.050048
6,p_stand,38.889952,0.844,0.402,-0.034,0.050048
6,p_stand,38.94,0.828,0.39,-0.066,0.050048
6,p_stand,38.989856,0.856,0.358,-0.098,0.049856
6,p_stand,39.039904,0.864,0.262,-0.186,0.050048
6,p_stand,39.089952,1.042,0.142,-0.288,0.050048
6,a_walk,39.14,1.102,0.088,-0.3,0.050048
6,a_walk,39.189856,0.902,0.584,-0.114,0.049856
6,a_walk,39.239904,0.648,0.822,0.012,0.050048
6,a_walk,39.289952,0.304,0.95,0.312,0.050048
6,a_walk,39.34,0.046,1.286,0.716,0.050048
6,a_walk,39.390856,0.264,0.544,0.684,0.050856
6,a_walk,39.440904,0.368,0.684,0.808,0.050048
6,a_walk,39.490952,0.486,0.828,1.006,0.050048
6,a_walk,39.541,0.368,0.224,0.782,0.050048
6,a_walk,39.590856,0.51,0.59,0.774,0.049856
6,a_walk,39.640904,0.544,0.476,0.818,0.050048
6,a_walk,39.690952,0.44,0.312,0.798,0.050048
6,a_walk,39.741,0.504,0.332,0.798,0.050048
6,a_walk,39.790856,0.492,0.378,0.816,0.049856
6,a_walk,39.840904,0.528,0.36,0.846,0.050048
6,a_walk,39.890952,0.542,0.334,0.83,0.050048
6,a_walk,39.941,0.496,0.356,0.82,0.050048
6,a_walk,39.990856,0.492,0.344,0.818,0.049856
6,a_walk,40.040904,0.508,0.352,0.812,0.050048
6,a_walk,40.090952,0.552,0.352,0.822,0.050048
6,a_walk,40.141,0.518,0.368,0.83,0.050048
6,a_walk,40.190856,0.524,0.398,0.87,0.049856
6,a_walk,40.240904,0.526,0.296,0.856,0.050048
6,a_walk,40.290952,0.502,0.318,0.864,0.050048
6,a_walk,40.341,0.486,0.334,0.87,0.050048
6,a_walk,40.391856,0.472,0.336,0.864,0.050856
6,a_walk,40.441904,0.326,0.302,0.856,0.050048
6,a_walk,40.491952,0.432,0.338,0.854,0.050048
6,a_walk,40.542,0.432,0.398,0.856,0.050048
6,a_walk,40.591856,0.422,0.406,0.848,0.049856
6,a_walk,40.641904,0.494,0.43,0.892,0.050048
6,a_walk,40.691952,0.48,0.406,0.872,0.050048
6,a_walk,40.742,0.448,0.47,0.846,0.050048
6,a_walk,40.791856,0.454,0.098,0.864,0.049856
6,a_walk,40.841904,0.334,0.39,0.924,0.050048
6,a_walk,40.891952,0.332,0.352,0.878,0.050048
6,a_walk,40.942,0.502,0.352,0.96,0.050048
6,a_walk,40.991856,0.406,0.318,0.982,0.049856
6,a_walk,41.041904,0.438,0.27,0.972,0.050048
6,a_walk,41.091952,0.312,0.334,0.93,0.050048
6,a_walk,41.142,0.21,0.418,0.864,0.050048
6,a_walk,41.191856,0.164,0.436,0.786,0.049856
6,a_walk,41.241904,0.262,0.45,0.606,0.050048
6,a_walk,41.291952,-0.356,-0.698,0.224,0.050048
6,a_walk,41.342,-0.4,1.152,0.372,0.050048
6,a_walk,41.392856,-0.688,1.116,0.23,0.050856
6,a_walk,41.442904,-0.618,0.966,0.166,0.050048
6,a_walk,41.492952,-0.656,0.984,0.056,0.050048
6,a_walk,41.543,-0.612,0.776,0.112,0.050048
6,a_walk,41.592856,-0.654,0.632,0.064,0.049856
6,a_walk,41.642904,-1.096,0.588,0.158,0.050048
6,a_walk,41.692952,-0.674,1.562,-0.456,0.050048
6,a_walk,41.743,-0.714,0.23,0.248,0.050048
6,a_walk,41.792856,-0.44,1.342,-0.322,0.049856
6,a_walk,41.842904,-0.306,0.384,-0.628,0.050048
6,t_turn,41.892952,-0.606,1.006,-0.462,0.050048
6,t_turn,41.943,-0.58,0.574,-0.308,0.050048
6,t_turn,41.992856,-0.562,0.622,-0.336,0.049856
6,t_turn,42.042904,-0.56,0.598,-0.388,0.050048
6,t_turn,42.092952,-0.562,0.582,-0.338,0.050048
6,t_turn,42.143,-0.644,0.67,-0.362,0.050048
6,t_turn,42.192856,-0.604,0.608,-0.364,0.049856
6,t_turn,42.242904,-0.634,0.568,-0.348,0.050048
6,t_turn,42.292952,-0.65,0.56,-0.328,0.050048
6,t_turn,42.343,-0.64,0.48,-0.336,0.050048
6,t_turn,42.393856,-0.644,0.558,-0.346,0.050856
6,t_turn,42.443904,-0.65,0.536,-0.328,0.050048
6,t_turn,42.493952,-0.658,0.524,-0.346,0.050048
6,t_turn,42.544,-0.674,0.492,-0.372,0.050048
6,t_turn,42.593856,-0.624,0.564,-0.402,0.049856
6,t_turn,42.643904,-0.712,0.614,-0.408,0.050048
6,t_turn,42.693952,-0.672,0.444,-0.414,0.050048
6,t_turn,42.744,-0.634,0.456,-0.378,0.050048
6,t_turn,42.793856,-0.648,0.508,-0.354,0.049856
6,t_turn,42.843904,-0.738,0.546,-0.37,0.050048
6,t_turn,42.893952,-0.688,0.454,-0.32,0.050048
6,t_turn,42.944,-0.682,0.428,-0.314,0.050048
6,t_turn,42.993856,-0.698,0.508,-0.236,0.049856
6,t_turn,43.043904,-0.722,0.422,-0.378,0.050048
6,t_turn,43.093952,-0.706,0.464,-0.346,0.050048
6,t_turn,43.144,-0.734,0.48,-0.238,0.050048
6,t_turn,43.594856,-0.86,0.198,-0.128,0.450856
6,t_turn,43.644904,-0.738,0.546,-0.202,0.050048
6,t_turn,43.694952,-0.846,0.552,0.07,0.050048
6,t_turn,43.745,-0.66,0.316,0.206,0.050048
6,t_turn,43.794856,-0.784,0.622,0.096,0.049856
6,p_stand,43.844904,-0.758,0.488,0.184,0.050048
6,p_stand,43.894952,-0.666,0.748,0.308,0.050048
6,p_stand,43.945,-0.638,0.622,0.368,0.050048
6,p_stand,43.994856,-0.61,0.454,0.39,0.049856
6,p_stand,44.044904,-0.818,0.518,0.432,0.050048
6,p_stand,44.094952,-0.782,0.4,0.246,0.050048
6,p_stand,44.145,-0.946,0.29,0.02,0.050048
6,p_stand,44.194856,-0.962,0.286,-0.058,0.049856
6,p_stand,44.244904,-0.698,0.946,-0.164,0.050048
6,p_stand,44.294952,-0.498,0.882,-0.154,0.050048
6,p_stand,44.345,-0.038,1.094,-0.122,0.050048
6,p_stand,44.394856,-0.352,0.968,-0.046,0.049856
6,p_stand,44.444904,-0.3,0.996,0.28,0.050048
6,p_stand,44.494952,-0.272,1.112,-0.132,0.050048
6,p_stand,44.545,-0.37,0.766,-0.27,0.050048
6,p_stand,44.595856,-0.626,0.502,-0.464,0.050856
6,p_stand,44.645904,-0.74,0.498,-0.308,0.050048
6,p_stand,44.695952,-0.704,0.588,-0.526,0.050048
6,p_stand,44.746,-0.794,0.272,-0.562,0.050048
6,p_stand,44.795856,-0.744,0.012,-0.468,0.049856
6,p_stand,44.845904,-0.706,0.44,-0.552,0.050048
6,p_stand,44.895952,-0.77,0.626,-0.512,0.050048
6,p_stand,44.946,-0.8,0.6,-0.45,0.050048
6,p_stand,45.195856,-0.574,0.21,-0.6,0.249856
6,p_stand,45.245904,-0.558,0.492,-0.392,0.050048
6,p_stand,45.295952,-0.72,0.654,-0.25,0.050048
6,p_stand,45.346,-0.578,0.504,-0.296,0.050048
6,t_turn,45.395856,-0.616,0.344,-0.232,0.049856
6,t_turn,45.445904,-0.634,0.798,-0.13,0.050048
6,t_turn,45.495952,-0.64,0.736,-0.154,0.050048
6,t_turn,45.546,-0.594,0.696,-0.196,0.050048
6,t_turn,45.596856,-0.56,0.64,-0.154,0.050856
6,t_turn,45.646904,-0.616,0.64,-0.18,0.050048
6,t_turn,45.696952,-0.59,0.754,-0.178,0.050048
6,t_turn,45.747,-0.58,0.654,-0.136,0.050048
6,t_turn,45.796856,-0.58,0.696,-0.128,0.049856
6,t_turn,45.846904,-0.61,0.712,-0.136,0.050048
6,t_turn,45.896952,-0.848,0.718,-0.122,0.050048
6,t_turn,45.947,-0.506,0.764,0.04,0.050048
6,t_turn,46.196856,-0.378,0.15,-0.748,0.249856
6,t_turn,46.246904,-0.562,0.446,-0.576,0.050048
6,t_turn,46.296952,-0.456,0.056,-0.826,0.050048
6,t_turn,46.347,-0.592,-0.128,-0.112,0.050048
6,t_turn,46.396856,-0.756,0.798,-0.64,0.049856
6,,46.446904,-0.666,0.114,-0.386,0.050048
6,a_walk,46.496952,-0.722,0.496,-0.458,0.050048
6,a_walk,46.547,-0.688,0.55,-0.41,0.050048
6,a_walk,46.597856,-0.652,0.318,-0.448,0.050856
6,a_walk,46.647904,-0.648,0.432,-0.442,0.050048
6,a_walk,46.697952,-0.666,0.386,-0.48,0.050048
6,a_walk,46.748,-0.666,0.434,-0.474,0.050048
6,a_walk,46.797856,-0.624,0.376,-0.48,0.049856
6,a_walk,46.847904,-0.624,0.232,-0.52,0.050048
6,a_walk,46.897952,-0.66,0.392,-0.462,0.050048
6,a_walk,46.948,-0.64,0.344,-0.474,0.050048
6,a_walk,46.997856,-0.664,0.424,-0.488,0.049856
6,a_walk,47.047904,-0.656,0.326,-0.464,0.050048
6,a_walk,47.097952,-0.68,0.312,-0.498,0.050048
6,a_walk,47.148,-0.642,0.35,-0.456,0.050048
6,a_walk,47.197856,-0.672,0.284,-0.456,0.049856
6,a_walk,47.247904,-0.624,0.332,-0.532,0.050048
6,a_walk,47.297952,-0.588,0.29,-0.474,0.050048
6,a_walk,47.348,-0.614,0.392,-0.462,0.050048
6,a_walk,47.397856,-0.64,0.37,-0.416,0.049856
6,a_walk,47.447904,-0.64,0.322,-0.318,0.050048
6,a_walk,47.497952,-0.702,0.226,-0.292,0.050048
6,a_walk,47.548,-0.962,0.268,-0.386,0.050048
6,a_walk,47.598856,-0.808,0.304,-0.344,0.050856
6,a_walk,47.648904,-1.108,0.354,-0.26,0.050048
6,a_walk,47.698952,-0.952,0.292,-0.228,0.050048
6,a_walk,47.749,-0.912,-0.072,0.048,0.050048
6,a_walk,47.798856,-0.906,0.006,-0.112,0.049856
6,a_walk,47.848904,-0.958,0.472,-0.16,0.050048
6,a_walk,47.898952,-0.96,0.262,-0.202,0.050048
6,a_walk,47.949,-0.936,0.112,-0.106,0.050048
6,a_walk,47.998856,-0.816,0.216,-0.082,0.049856
6,a_walk,48.048904,-0.842,0.232,-0.072,0.050048
6,a_walk,48.098952,-0.978,0.204,-0.046,0.050048
6,a_walk,48.149,-0.9,0.24,0.02,0.050048
6,a_walk,48.198856,-1.01,0.278,0.038,0.049856
6,a_walk,48.248904,-0.93,0.352,0.056,0.050048
6,a_walk,48.298952,-0.792,0.408,0.206,0.050048
6,a_walk,48.349,-0.804,0.364,0.15,0.050048
6,a_walk,48.599856,-0.964,0.358,0.102,0.250856
6,a_walk,48.649904,-1.056,0.35,0.094,0.050048
6,a_walk,48.699952,-1.028,0.288,0.096,0.050048
6,a_walk,48.75,-0.912,0.338,0.054,0.050048
6,a_walk,48.799856,-1.07,0.306,0.076,0.049856
6,a_walk,48.849904,-1.138,0.28,-0.004,0.050048
6,a_walk,48.899952,-0.958,0.27,-0.02,0.050048
6,a_walk,48.95,-0.832,0.242,-0.01,0.050048
6,a_jump,49.800856,-0.754,0.526,0.12,0.850856
6,a_jump,49.850904,-0.962,0.414,0.078,0.050048
6,a_jump,49.900952,-1.122,0.454,0.08,0.050048
6,a_jump,49.951,-1.16,0.368,0.104,0.050048
6,p_stand,52.402856,0.454,-0.132,0.142,2.451856
6,p_stand,52.452904,-0.148,-0.168,-0.02,0.050048
6,p_stand,52.502952,-0.1,0.04,0.072,0.050048
6,p_stand,52.553,-0.04,-0.096,0.096,0.050048
6,p_stand,52.602856,-1.46,0.318,0.14,0.049856
6,p_stand,52.652904,-2.65,0.566,0.222,0.050048
6,p_stand,52.702952,-1.616,0.534,0.39,0.050048
6,p_stand,52.753,-1.526,0.448,0.222,0.050048
6,t_turn,58.008856,-0.516,0.85,0.012,5.255856
6,t_turn,58.058904,-0.506,1.112,0.056,0.050048
6,,58.108952,-0.802,1.19,0.014,0.050048
6,a_walk,58.159,-0.97,1.32,0.15,0.050048
6,a_walk,58.208856,-0.912,1.254,0.176,0.049856
6,a_walk,58.258904,-0.986,1.33,0.23,0.050048
6,a_walk,58.308952,-0.89,1.19,0.382,0.050048
6,a_walk,58.359,-0.66,1.17,0.448,0.050048
6,a_walk,58.408856,-0.494,0.47,0.69,0.049856
6,a_walk,58.458904,-0.336,0.254,0.782,0.050048
6,a_walk,58.508952,-0.198,0.304,0.88,0.050048
6,a_walk,58.559,-0.16,0.156,0.704,0.050048
6,a_walk,58.608856,-0.04,0.176,0.878,0.049856
6,a_walk,58.658904,-0.072,-0.052,0.77,0.050048
6,a_walk,58.708952,-0.046,-0.034,0.904,0.050048
6,a_walk,58.759,-0.08,-0.218,0.934,0.050048
6,a_walk,58.808856,-0.032,-0.228,0.742,0.049856
6,a_walk,58.858904,-0.096,-0.258,0.742,0.050048
6,a_walk,58.908952,-0.116,-0.08,0.712,0.050048
6,a_walk,58.959,-0.084,-0.026,1.006,0.050048
6,a_walk,59.008856,0.316,-0.548,0.974,0.049856
6,a_walk,59.058904,0.2,-0.392,1.106,0.050048
6,a_walk,59.108952,0.386,-0.408,0.964,0.050048
6,a_walk,59.159,0.35,-0.5,0.728,0.050048
6,a_walk,59.209856,0.268,-0.424,1.136,0.050856
6,a_walk,59.259904,0.31,-0.36,1.03,0.050048
6,a_walk,59.309952,0.342,-0.37,1.016,0.050048
6,a_walk,59.36,0.534,-0.104,1.054,0.050048
6,a_walk,59.409856,0.368,0.016,1.23,0.049856
6,a_walk,59.459904,0.764,1.344,0.998,0.050048
6,a_walk,59.509952,0.994,-0.072,0.536,0.050048
6,a_walk,59.56,0.718,-0.212,0.332,0.050048
6,a_walk,59.609856,0.444,-0.208,0.268,0.049856
6,a_walk,59.659904,0.496,-0.308,0.114,0.050048
6,a_walk,59.709952,0.624,0.07,0.402,0.050048
6,a_walk,59.76,0.796,-0.218,0.396,0.050048
6,a_walk,59.809856,0.792,0.098,0.62,0.049856
6,a_walk,59.859904,0.638,0.224,0.86,0.050048
6,a_walk,59.909952,0.48,0.294,0.816,0.050048
6,a_walk,59.96,0.408,0.38,0.856,0.050048
6,a_walk,60.210856,-1.214,0.368,0.732,0.250856
6,a_walk,60.260904,-1.616,0.112,0.56,0.050048
6,a_walk,60.310952,-1.742,0.212,0.486,0.050048
6,a_walk,60.361,-1.44,0.318,0.246,0.050048
6,a_walk,60.610856,-0.916,0.284,0.144,0.249856
6,a_walk,60.660904,-0.992,0.252,0.11,0.050048
6,a_walk,60.710952,-1.122,0.326,0.102,0.050048
6,a_walk,60.761,-0.868,0.318,0.178,0.050048
6,a_walk,60.810856,-1.168,0.35,0.134,0.049856
6,a_walk,60.860904,-1.176,0.322,0.13,0.050048
6,a_walk,60.910952,-0.992,0.348,0.172,0.050048
6,a_walk,60.961,-0.76,0.326,0.182,0.050048
6,a_walk,61.010856,-0.604,0.28,0.246,0.049856
6,a_walk,61.060904,-0.57,0.254,0.262,0.050048
6,a_walk,61.110952,-0.664,0.22,0.304,0.050048
6,a_walk,61.161,-0.766,0.194,0.326,0.050048
6,a_walk,61.211856,-0.872,0.264,0.318,0.050856
6,a_walk,61.261904,-1.198,0.302,0.206,0.050048
6,a_walk,61.311952,-1.25,0.252,0.24,0.050048
6,a_walk,61.362,-1.252,0.288,0.188,0.050048
6,a_walk,61.411856,-1.146,0.398,0.188,0.049856
6,a_walk,61.461904,-0.834,0.312,0.112,0.050048
6,a_walk,61.511952,-0.874,0.272,0.108,0.050048
6,p_stand,61.562,-0.928,0.432,0.172,0.050048
6,p_stand,61.611856,-0.926,0.448,0.204,0.049856
6,p_stand,61.661904,-0.836,0.408,0.232,0.050048
6,p_stand,61.711952,-0.858,0.396,0.272,0.050048
6,p_stand,61.762,-0.962,0.368,0.286,0.050048
6,p_stand,61.811856,-0.904,0.318,0.29,0.049856
6,p_stand,61.861904,-1.16,0.342,0.242,0.050048
6,p_stand,61.911952,-1.25,0.142,0.216,0.050048
6,p_stand,61.962,-1.508,0.28,0.174,0.050048
6,p_stand,62.011856,-1.466,0.398,0.152,0.049856
6,p_stand,62.061904,-1.058,0.29,0.166,0.050048
6,p_stand,62.111952,-0.68,0.168,0.152,0.050048
6,p_stand,62.162,-0.526,0.216,0.166,0.050048
6,p_stand,62.412856,-0.57,0.736,0.22,0.250856
6,p_stand,62.462904,-0.688,0.92,0.27,0.050048
6,p_stand,62.512952,-0.728,0.902,0.264,0.050048
6,p_stand,62.563,-0.562,0.988,0.32,0.050048
6,p_stand,62.612856,-0.58,0.86,0.318,0.049856
6,p_stand,62.662904,-0.466,0.762,0.332,0.050048
6,p_stand,62.712952,-0.404,0.638,0.34,0.050048
6,p_stand,62.763,-0.482,0.734,0.326,0.050048
6,p_stand,63.613856,-0.336,0.796,0.108,0.850856
6,p_stand,63.663904,-0.4,0.798,0.104,0.050048
6,p_stand,63.713952,-0.402,0.894,0.182,0.050048
6,p_stand,63.764,-0.376,0.792,0.134,0.050048
6,t_turn,70.019856,0.918,0.144,0.062,6.255856
6,t_turn,70.069904,0.894,0.252,0.136,0.050048
