User,Activity,Timeframe,X axis,Y axis,Z axis,Timedifference
9,p_stand,10.536856,0.958,-0.226,0.062,0.050856
9,p_stand,10.586904,0.958,-0.282,0.086,0.050048
9,p_stand,10.636952,0.952,-0.306,0.088,0.050048
9,p_stand,10.687,0.942,-0.306,0.094,0.050048
9,p_stand,10.736856,0.948,-0.304,0.12,0.049856
9,p_stand,10.786904,0.944,-0.298,0.112,0.050048
9,p_stand,10.836952,0.952,-0.328,0.064,0.050048
9,p_stand,10.887,0.92,-0.328,0.076,0.050048
9,p_stand,10.936856,0.944,-0.218,0.048,0.049856
9,p_stand,10.986904,0.944,-0.356,0.084,0.050048
9,p_stand,11.036952,0.946,-0.286,0.108,0.050048
9,p_stand,11.087,0.95,-0.28,0.114,0.050048
9,p_stand,11.136856,0.962,-0.29,0.12,0.049856
9,p_stand,11.186904,0.94,-0.288,0.088,0.050048
9,p_stand,11.236952,0.92,-0.334,0.024,0.050048
9,p_stand,11.287,0.92,-0.334,0.072,0.050048
9,p_stand,11.336856,0.934,-0.292,0.086,0.049856
9,p_stand,11.386904,0.934,-0.328,0.092,0.050048
9,p_stand,11.436952,0.93,-0.32,0.088,0.050048
9,p_stand,11.487,0.93,-0.378,0.104,0.050048
9,p_stand,11.537856,0.944,-0.282,0.128,0.050856
9,p_stand,11.587904,0.93,-0.302,0.1,0.050048
9,p_stand,11.637952,0.96,-0.308,0.12,0.050048
9,p_stand,11.688,0.944,-0.306,0.12,0.050048
9,p_stand,11.737856,0.92,-0.218,0.102,0.049856
9,p_stand,11.787904,0.914,-0.302,0.088,0.050048
9,p_stand,11.837952,0.918,-0.288,0.08,0.050048
9,p_stand,11.888,0.94,-0.306,0.104,0.050048
9,p_stand,11.937856,0.944,-0.328,0.112,0.049856
9,p_stand,11.987904,0.942,-0.29,0.104,0.050048
9,p_stand,12.037952,0.95,-0.324,0.11,0.050048
9,p_stand,12.088,0.914,-0.352,0.088,0.050048
9,p_stand,12.137856,0.94,-0.216,0.142,0.049856
9,p_stand,12.187904,0.93,-0.32,0.12,0.050048
9,p_stand,12.237952,0.928,-0.354,0.112,0.050048
9,p_stand,12.288,0.944,-0.34,0.12,0.050048
9,p_stand,12.337856,0.934,-0.328,0.104,0.049856
9,p_stand,12.387904,0.926,-0.376,0.098,0.050048
9,p_stand,12.437952,0.944,-0.28,0.146,0.050048
9,p_stand,12.488,0.926,-0.292,0.12,0.050048
9,p_stand,12.538856,0.934,-0.308,0.11,0.050856
9,p_stand,12.588904,0.912,-0.304,0.096,0.050048
9,p_stand,12.638952,0.94,-0.288,0.088,0.050048
9,p_stand,12.689,0.952,-0.314,0.088,0.050048
9,p_stand,12.738856,0.94,-0.298,0.11,0.049856
9,p_stand,12.788904,0.934,-0.318,0.104,0.050048
9,p_stand,12.838952,0.93,-0.32,0.128,0.050048
9,p_stand,12.889,0.928,-0.33,0.102,0.050048
9,p_stand,12.938856,0.94,-0.324,0.102,0.049856
9,p_stand,12.988904,0.94,-0.336,0.114,0.050048
9,p_stand,13.038952,0.926,-0.324,0.104,0.050048
9,p_stand,13.089,0.92,-0.33,0.096,0.050048
9,p_stand,13.138856,0.942,-0.312,0.104,0.049856
9,p_stand,13.188904,0.928,-0.322,0.118,0.050048
9,p_stand,13.238952,0.942,-0.328,0.128,0.050048
