User,Activity,Timeframe,X axis,Y axis,Z axis,Timedifference
10,p_stand,13.012952,-0.868,0.254,0.294,0.050048
10,p_stand,13.063,-0.898,0.254,0.286,0.050048
10,p_stand,13.112856,-0.888,0.25,0.3,0.049856
10,p_stand,13.162904,-0.888,0.27,0.286,0.050048
10,p_stand,13.212952,-0.884,0.262,0.304,0.050048
10,p_stand,13.263,-0.888,0.268,0.294,0.050048
10,p_stand,13.313856,-0.882,0.24,0.318,0.050856
10,p_stand,13.363904,-0.884,0.27,0.304,0.050048
10,p_stand,13.413952,-0.888,0.262,0.29,0.050048
10,p_stand,13.464,-0.872,0.252,0.28,0.050048
10,p_stand,13.513856,-0.88,0.252,0.28,0.049856
10,p_stand,13.563904,-0.882,0.254,0.286,0.050048
10,p_stand,13.613952,-0.894,0.246,0.29,0.050048
10,p_stand,13.664,-0.89,0.236,0.288,0.050048
10,p_stand,13.713856,-0.878,0.248,0.296,0.049856
10,p_stand,13.763904,-0.88,0.248,0.296,0.050048
10,p_stand,13.813952,-0.894,0.254,0.316,0.050048
10,p_stand,13.864,-0.894,0.262,0.308,0.050048
10,p_stand,13.913856,-0.88,0.264,0.296,0.049856
10,p_stand,13.963904,-0.884,0.264,0.3,0.050048
10,p_stand,14.013952,-0.882,0.264,0.276,0.050048
10,p_stand,14.064,-0.878,0.264,0.294,0.050048
10,p_stand,14.113856,-0.898,0.272,0.296,0.049856
10,p_stand,14.163904,-0.882,0.26,0.302,0.050048
10,p_stand,14.213952,-0.89,0.27,0.304,0.050048
10,p_stand,14.264,-0.904,0.258,0.3,0.050048
10,p_stand,14.313856,-0.874,0.252,0.3,0.049856
10,p_stand,14.363904,-0.88,0.232,0.286,0.050048
10,p_stand,14.413952,-0.882,0.258,0.288,0.050048
10,p_stand,14.464,-0.89,0.254,0.284,0.050048
10,p_stand,14.514856,-0.89,0.274,0.29,0.050856
10,p_stand,14.564904,-0.89,0.258,0.3,0.050048
10,p_stand,14.614952,-0.894,0.272,0.31,0.050048
10,p_stand,14.665,-0.888,0.264,0.294,0.050048
10,p_stand,14.714856,-0.884,0.254,0.29,0.049856
10,p_stand,14.764904,-0.872,0.236,0.284,0.050048
10,p_stand,14.814952,-0.89,0.24,0.276,0.050048
10,p_stand,14.865,-0.888,0.248,0.316,0.050048
10,p_stand,14.914856,-0.858,0.236,0.312,0.049856
10,p_stand,14.964904,-0.872,0.262,0.304,0.050048
10,p_stand,15.014952,-0.91,0.284,0.302,0.050048
